date_mesure,geocode_region,libelle_region,carburant,valeur
2024-01-01T00:00:00.000,11,Île-de-France,Essence - thermique,95100.0
2024-01-01T00:00:00.000,04,La Réunion,Diesel - thermique,3462.0
2023-01-01T00:00:00.000,75,Nouvelle-Aquitaine,Diesel - thermique,15797.0
2020-01-01T00:00:00.000,76,Occitanie,Diesel - thermique,40495.0
2024-01-01T00:00:00.000,28,Normandie,Gaz et ND,3923.0
2020-01-01T00:00:00.000,32,Hauts-de-France,Hybride rechargeable,6398.0
2023-01-01T00:00:00.000,03,Guyane,Diesel - thermique,523.0
2024-01-01T00:00:00.000,94,Corse,Essence - thermique,14881.0
2019-01-01T00:00:00.000,44,Grand Est,Diesel - hybride NR,835.0
2023-01-01T00:00:00.000,03,Guyane,Essence - thermique,3591.0
2022-01-01T00:00:00.000,94,Corse,Gaz et ND,257.0
2024-01-01T00:00:00.000,44,Grand Est,Gaz et ND,4292.0
2024-01-01T00:00:00.000,01,Guadeloupe,Diesel - thermique,1107.0
2023-01-01T00:00:00.000,44,Grand Est,Electrique et hydrogène,25528.0
2024-01-01T00:00:00.000,84,Auvergne-Rhône-Alpes,Diesel - thermique,15894.0
2019-01-01T00:00:00.000,06,Mayotte,Electrique et hydrogène,5.0
2022-01-01T00:00:00.000,02,Martinique,Electrique et hydrogène,619.0
2023-01-01T00:00:00.000,04,La Réunion,Gaz et ND,120.0
2022-01-01T00:00:00.000,32,Hauts-de-France,Diesel - hybride NR,4510.0
2019-01-01T00:00:00.000,24,Centre-Val de Loire,Essence - hybride NR,2962.0
2019-01-01T00:00:00.000,24,Centre-Val de Loire,Gaz et ND,66.0
2024-01-01T00:00:00.000,11,Île-de-France,Electrique et hydrogène,57794.0
2023-01-01T00:00:00.000,53,Bretagne,Essence - hybride NR,16033.0
2022-01-01T00:00:00.000,93,Provence-Alpes-Côte d'Azur,Gaz et ND,3948.0
2021-01-01T00:00:00.000,93,Provence-Alpes-Côte d'Azur,Diesel - hybride NR,2396.0
2021-01-01T00:00:00.000,75,Nouvelle-Aquitaine,Diesel - hybride NR,2849.0
2019-01-01T00:00:00.000,75,Nouvelle-Aquitaine,Essence - hybride NR,9195.0
2019-01-01T00:00:00.000,28,Normandie,Gaz et ND,117.0
2022-01-01T00:00:00.000,84,Auvergne-Rhône-Alpes,Diesel - hybride NR,2884.0
2023-01-01T00:00:00.000,27,Bourgogne-Franche-Comté,Gaz et ND,2292.0
2020-01-01T00:00:00.000,11,Île-de-France,Essence - thermique,139373.0
2022-01-01T00:00:00.000,27,Bourgogne-Franche-Comté,Electrique et hydrogène,7219.0
2019-01-01T00:00:00.000,03,Guyane,Hybride rechargeable,2.0
2023-01-01T00:00:00.000,53,Bretagne,Essence - thermique,25856.0
2020-01-01T00:00:00.000,28,Normandie,Gaz et ND,688.0
2023-01-01T00:00:00.000,03,Guyane,Electrique et hydrogène,179.0
2020-01-01T00:00:00.000,24,Centre-Val de Loire,Diesel - hybride NR,742.0
2021-01-01T00:00:00.000,27,Bourgogne-Franche-Comté,Essence - thermique,25794.0
2023-01-01T00:00:00.000,02,Martinique,Diesel - hybride NR,71.0
2020-01-01T00:00:00.000,44,Grand Est,Diesel - hybride NR,2069.0
2020-01-01T00:00:00.000,01,Guadeloupe,Diesel - hybride NR,89.0
2019-01-01T00:00:00.000,04,La Réunion,Essence - thermique,16079.0
2021-01-01T00:00:00.000,44,Grand Est,Electrique et hydrogène,13803.0
2024-01-01T00:00:00.000,11,Île-de-France,Gaz et ND,5960.0
2024-01-01T00:00:00.000,04,La Réunion,Gaz et ND,467.0
2020-01-01T00:00:00.000,04,La Réunion,Diesel - hybride NR,758.0
2020-01-01T00:00:00.000,06,Mayotte,Essence - thermique,894.0
2020-01-01T00:00:00.000,01,Guadeloupe,Essence - thermique,8070.0
2024-01-01T00:00:00.000,52,Pays de la Loire,Essence - hybride NR,28014.0
2020-01-01T00:00:00.000,52,Pays de la Loire,Hybride rechargeable,3229.0
2020-01-01T00:00:00.000,01,Guadeloupe,Hybride rechargeable,171.0
2024-01-01T00:00:00.000,44,Grand Est,Electrique et hydrogène,23986.0
2020-01-01T00:00:00.000,84,Auvergne-Rhône-Alpes,Gaz et ND,1979.0
2021-01-01T00:00:00.000,11,Île-de-France,Diesel - thermique,61111.0
2019-01-01T00:00:00.000,52,Pays de la Loire,Hybride rechargeable,567.0
2020-01-01T00:00:00.000,44,Grand Est,Essence - hybride NR,10669.0
2023-01-01T00:00:00.000,11,Île-de-France,Essence - hybride NR,98880.0
2023-01-01T00:00:00.000,04,La Réunion,Hybride rechargeable,919.0
2024-01-01T00:00:00.000,44,Grand Est,Essence - hybride NR,40256.0
2020-01-01T00:00:00.000,84,Auvergne-Rhône-Alpes,Essence - hybride NR,17321.0
